subclass,modality,sexrep,ncell,nreads,ratio
017 CA3 Glut,H3K4me1,MaleA,4065,23838536,5864.3384
006 L4/5 IT CTX Glut,H3K27me3,FemaleA,4065,15249234,3751.349
017 CA3 Glut,H3K27ac,MaleA,4129,13413442,3248.5933
017 CA3 Glut,H3K9me3,FemaleB,4134,24455979,5915.8154
142 HY Gnrh1 Glut,H3K4me1,MaleA,4223,20680770,4897.175
007 L2/3 IT CTX Glut,H3K27me3,MaleB,4252,11540722,2714.1868
017 CA3 Glut,H3K27me3,MaleA,4311,21519614,4991.7915
019 L2/3 IT PPP Glut,H3K27me3,FemaleA,4352,10053366,2310.0566
006 L4/5 IT CTX Glut,H3K27me3,MaleB,4385,14923045,3403.203
142 HY Gnrh1 Glut,H3K27me3,MaleA,4447,18187101,4089.7458
142 HY Gnrh1 Glut,H3K4me1,MaleB,4480,16915340,3775.7456
016 CA1-ProS Glut,H3K9me3,MaleA,4492,26449987,5888.243
014 LA-BLA-BMA-PA Glut,H3K27ac,FemaleA,4767,14780120,3100.5076
061 STR D1 Gaba,H3K4me1,MaleA,4873,30070556,6170.8506
007 L2/3 IT CTX Glut,H3K27me3,MaleA,4897,13707978,2799.2603
028 L6b/CT ENT Glut,H3K27me3,FemaleA,4899,10345899,2111.8389
017 CA3 Glut,H3K4me1,FemaleA,5095,23267748,4566.781
006 L4/5 IT CTX Glut,H3K27me3,MaleA,5238,18958629,3619.4402
017 CA3 Glut,H3K27me3,MaleB,5307,16396639,3089.6248
007 L2/3 IT CTX Glut,H3K27me3,FemaleA,5351,17680375,3304.1255
017 CA3 Glut,H3K9me3,FemaleA,5354,25165704,4700.3555
017 CA3 Glut,H3K27ac,MaleB,5504,14795841,2688.1978
008 L2/3 IT ENT Glut,H3K4me1,FemaleA,5628,17943366,3188.2314
008 L2/3 IT ENT Glut,H3K9me3,FemaleA,5667,20334806,3588.2842
062 STR D2 Gaba,H3K27ac,FemaleA,5692,28432119,4995.102
142 HY Gnrh1 Glut,H3K4me1,FemaleA,5805,11712161,2017.5988
062 STR D2 Gaba,H3K27me3,FemaleB,6143,20483550,3334.4539
062 STR D2 Gaba,H3K27ac,MaleB,6219,17245847,2773.09
037 DG Glut,H3K27me3,FemaleB,6396,15791507,2468.966
008 L2/3 IT ENT Glut,H3K27ac,FemaleA,6529,19809119,3034.0205
061 STR D1 Gaba,H3K27me3,FemaleB,6633,22990287,3466.0466
016 CA1-ProS Glut,H3K4me1,FemaleB,7036,35755062,5081.7314
008 L2/3 IT ENT Glut,H3K27me3,FemaleA,7041,19517356,2771.958
037 DG Glut,H3K9me3,MaleA,7071,47309832,6690.6846
061 STR D1 Gaba,H3K27ac,MaleB,7272,20858804,2868.3723
061 STR D1 Gaba,H3K27ac,FemaleA,7393,43157763,5837.6523
016 CA1-ProS Glut,H3K27me3,FemaleA,7563,41573377,5496.9424
016 CA1-ProS Glut,H3K9me3,FemaleB,7694,40725179,5293.109
016 CA1-ProS Glut,H3K4me1,MaleA,7714,40557534,5257.6533
009 L2/3 IT PIR-ENTl Glut,H3K9me3,MaleA,8334,71442185,8572.376
016 CA1-ProS Glut,H3K27me3,MaleA,9156,40177649,4388.1226
009 L2/3 IT PIR-ENTl Glut,H3K4me1,MaleA,9552,60873552,6372.8594
016 CA1-ProS Glut,H3K27ac,MaleA,9564,26346880,2754.797
062 STR D2 Gaba,H3K27ac,MaleA,9787,20092338,2052.962
062 STR D2 Gaba,H3K9me3,FemaleB,9879,53629575,5428.644
016 CA1-ProS Glut,H3K4me1,MaleB,9946,62547378,6288.697
062 STR D2 Gaba,H3K4me1,FemaleB,10106,45675034,4519.5957
016 CA1-ProS Glut,H3K9me3,MaleB,10450,35659955,3412.436
016 CA1-ProS Glut,H3K4me1,FemaleA,10864,42692870,3929.7563
061 STR D1 Gaba,H3K27ac,MaleA,10968,24055857,2193.2764
016 CA1-ProS Glut,H3K27ac,MaleB,11133,27169210,2440.4214
037 DG Glut,H3K27ac,MaleB,11401,40154805,3522.0422
062 STR D2 Gaba,H3K27me3,MaleB,11427,50687624,4435.777
016 CA1-ProS Glut,H3K9me3,FemaleA,11650,40798572,3502.0234
037 DG Glut,H3K27ac,MaleA,11696,36851456,3150.7742
037 DG Glut,H3K4me1,MaleA,11750,68940346,5867.263
061 STR D1 Gaba,H3K27me3,MaleB,11928,54095520,4535.171
037 DG Glut,H3K4me1,MaleB,12135,90063238,7421.775
016 CA1-ProS Glut,H3K27me3,MaleB,12200,37307769,3058.0137
061 STR D1 Gaba,H3K9me3,FemaleB,12307,43451954,3530.6697
061 STR D1 Gaba,H3K4me1,FemaleB,12366,62997069,5094.377
062 STR D2 Gaba,H3K4me1,FemaleA,12737,46295416,3634.719
037 DG Glut,H3K27me3,FemaleA,13380,62479313,4669.605
062 STR D2 Gaba,H3K27me3,FemaleA,13509,62060844,4594.0366
037 DG Glut,H3K9me3,MaleB,14524,88919405,6122.2397
037 DG Glut,H3K4me1,FemaleB,14945,84220813,5635.3843
062 STR D2 Gaba,H3K9me3,FemaleA,15030,47978795,3192.202
037 DG Glut,H3K4me1,FemaleA,15798,78400970,4962.715
062 STR D2 Gaba,H3K4me1,MaleB,15984,81217896,5081.1997
061 STR D1 Gaba,H3K4me1,FemaleA,16495,71433110,4330.592
037 DG Glut,H3K9me3,FemaleB,16599,89272730,5378.199
062 STR D2 Gaba,H3K27me3,MaleA,16690,66724426,3997.8684
061 STR D1 Gaba,H3K27me3,FemaleA,16779,88946064,5301.0347
037 DG Glut,H3K27me3,MaleA,17442,60104637,3445.9717
062 STR D2 Gaba,H3K9me3,MaleB,17595,86684899,4926.6777
061 STR D1 Gaba,H3K27me3,MaleA,18587,79319913,4267.494
061 STR D1 Gaba,H3K9me3,FemaleA,19532,40350719,2065.8774
037 DG Glut,H3K9me3,FemaleA,20006,80595983,4028.5906
061 STR D1 Gaba,H3K4me1,MaleB,20050,110415684,5507.0166
061 STR D1 Gaba,H3K9me3,MaleB,22084,112844621,5109.791
037 DG Glut,H3K27me3,MaleB,28181,79310382,2814.321
